Region/Country/Area,,Year,Series,Value,Footnotes,Source
20,Andorra,2005,Pupil-teacher ratio in secondary education,7.7531,,United Nations Educational
20,Andorra,2008,Teachers at primary level (thousands),0.448,,United Nations Educational
20,Andorra,2008,Pupil-teacher ratio in primary education,10.0268,,United Nations Educational
20,Andorra,2008,Teachers at tertiary level (thousands),0.087,,United Nations Educational
20,Andorra,2008,Pupil-teacher ratio in tertiary education,5.2759,,United Nations Educational
20,Andorra,2009,Teachers at primary level (thousands),0.433,,United Nations Educational
20,Andorra,2009,Pupil-teacher ratio in primary education,10.3326,,United Nations Educational
20,Andorra,2009,Teachers at tertiary level (thousands),0.113,,United Nations Educational
20,Andorra,2010,Teachers at primary level (thousands),0.453,,United Nations Educational
20,Andorra,2010,Pupil-teacher ratio in primary education,9.6402,,United Nations Educational
20,Andorra,2015,Teachers at primary level (thousands),0.419,,United Nations Educational
20,Andorra,2015,Pupil-teacher ratio in primary education,9.938,,United Nations Educational
20,Andorra,2015,Teachers at secondary level (thousands),0.544,,United Nations Educational
20,Andorra,2015,Pupil-teacher ratio in secondary education,8.079,,United Nations Educational
20,Andorra,2015,Teachers at tertiary level (thousands),0.11,,United Nations Educational
20,Andorra,2015,Pupil-teacher ratio in tertiary education,4.5546,,United Nations Educational
20,Andorra,2018,Teachers at primary level (thousands),0.412,,United Nations Educational
20,Andorra,2018,Pupil-teacher ratio in primary education,10.4976,,United Nations Educational
20,Andorra,2018,Teachers at secondary level (thousands),0.563,,United Nations Educational
20,Andorra,2018,Pupil-teacher ratio in secondary education,8.016,,United Nations Educational
20,Andorra,2018,Teachers at tertiary level (thousands),0.142,,United Nations Educational
20,Andorra,2018,Pupil-teacher ratio in tertiary education,4.4296,,United Nations Educational
24,Angola,2001,Teachers at secondary level (thousands),21.818,Estimate.,United Nations Educational
24,Angola,2001,Pupil-teacher ratio in secondary education,18.9612,Estimate.,United Nations Educational
24,Angola,2002,Teachers at tertiary level (thousands),1.285,Estimate.,United Nations Educational
24,Angola,2002,Pupil-teacher ratio in tertiary education,9.779,Estimate.,United Nations Educational
24,Angola,2006,Teachers at tertiary level (thousands),1.286,,United Nations Educational
24,Angola,2006,Pupil-teacher ratio in tertiary education,37.8647,,United Nations Educational
24,Angola,2010,Teachers at primary level (thousands),93.734,,United Nations Educational
24,Angola,2010,Pupil-teacher ratio in primary education,45.5865,,United Nations Educational
24,Angola,2011,Teachers at primary level (thousands),118.158,,United Nations Educational
24,Angola,2011,Pupil-teacher ratio in primary education,42.5431,,United Nations Educational
24,Angola,2011,Teachers at secondary level (thousands),32.279,,United Nations Educational
24,Angola,2011,Pupil-teacher ratio in secondary education,27.4167,,United Nations Educational
24,Angola,2011,Teachers at tertiary level (thousands),7.863,,United Nations Educational
24,Angola,2011,Pupil-teacher ratio in tertiary education,18.1608,,United Nations Educational
24,Angola,2015,Teachers at primary level (thousands),112.352,,United Nations Educational
24,Angola,2015,Pupil-teacher ratio in primary education,50.0295,,United Nations Educational
24,Angola,2015,Teachers at secondary level (thousands),72.859,,United Nations Educational
24,Angola,2015,Teachers at tertiary level (thousands),8.66,,United Nations Educational
24,Angola,2015,Pupil-teacher ratio in tertiary education,25.5239,,United Nations Educational
24,Angola,2016,Teachers at primary level (thousands),95.827,,United Nations Educational
24,Angola,2016,Teachers at secondary level (thousands),75.997,,United Nations Educational
24,Angola,2016,Pupil-teacher ratio in secondary education,26.7662,,United Nations Educational
660,Anguilla,2005,Teachers at primary level (thousands),0.094,,United Nations Educational
660,Anguilla,2005,Pupil-teacher ratio in primary education,15.4149,,United Nations Educational
660,Anguilla,2005,Teachers at secondary level (thousands),0.082,Estimate.,United Nations Educational
660,Anguilla,2005,Pupil-teacher ratio in secondary education,12.4878,Estimate.,United Nations Educational
660,Anguilla,2005,Teachers at tertiary level (thousands),0.024,,United Nations Educational
660,Anguilla,2005,Pupil-teacher ratio in tertiary education,1.375,,United Nations Educational
660,Anguilla,2007,Teachers at primary level (thousands),0.097,,United Nations Educational
660,Anguilla,2007,Pupil-teacher ratio in primary education,16.0619,,United Nations Educational
660,Anguilla,2007,Teachers at secondary level (thousands),0.096,,United Nations Educational
660,Anguilla,2007,Pupil-teacher ratio in secondary education,10.4271,,United Nations Educational
660,Anguilla,2007,Teachers at tertiary level (thousands),0.014,,United Nations Educational
660,Anguilla,2007,Pupil-teacher ratio in tertiary education,3.8571,,United Nations Educational
660,Anguilla,2008,Teachers at primary level (thousands),0.114,,United Nations Educational
660,Anguilla,2008,Pupil-teacher ratio in primary education,14.1228,,United Nations Educational
660,Anguilla,2008,Teachers at tertiary level (thousands),0.014,,United Nations Educational
660,Anguilla,2008,Pupil-teacher ratio in tertiary education,3.8571,,United Nations Educational
660,Anguilla,2010,Teachers at primary level (thousands),0.112,,United Nations Educational
660,Anguilla,2010,Pupil-teacher ratio in primary education,14.4643,,United Nations Educational
660,Anguilla,2011,Teachers at primary level (thousands),0.111,,United Nations Educational
660,Anguilla,2011,Pupil-teacher ratio in primary education,14.8288,,United Nations Educational
660,Anguilla,2011,Teachers at secondary level (thousands),0.124,,United Nations Educational
660,Anguilla,2011,Pupil-teacher ratio in secondary education,8.5403,,United Nations Educational
28,Antigua and Barbuda,2000,Teachers at primary level (thousands),0.695,,United Nations Educational
28,Antigua and Barbuda,2000,Pupil-teacher ratio in primary education,18.741,,United Nations Educational
28,Antigua and Barbuda,2000,Teachers at secondary level (thousands),0.394,,United Nations Educational
28,Antigua and Barbuda,2000,Pupil-teacher ratio in secondary education,13.3909,,United Nations Educational
28,Antigua and Barbuda,2010,Teachers at primary level (thousands),0.747,,United Nations Educational
28,Antigua and Barbuda,2010,Pupil-teacher ratio in primary education,15.0656,,United Nations Educational
28,Antigua and Barbuda,2010,Teachers at secondary level (thousands),0.694,,United Nations Educational
28,Antigua and Barbuda,2010,Pupil-teacher ratio in secondary education,12.1556,,United Nations Educational
28,Antigua and Barbuda,2010,Teachers at tertiary level (thousands),0.173,,United Nations Educational
28,Antigua and Barbuda,2010,Pupil-teacher ratio in tertiary education,6.763,,United Nations Educational
28,Antigua and Barbuda,2012,Teachers at primary level (thousands),0.755,,United Nations Educational
28,Antigua and Barbuda,2012,Pupil-teacher ratio in primary education,13.845,,United Nations Educational
28,Antigua and Barbuda,2012,Teachers at secondary level (thousands),0.723,,United Nations Educational
28,Antigua and Barbuda,2012,Pupil-teacher ratio in secondary education,11.5947,,United Nations Educational
28,Antigua and Barbuda,2012,Teachers at tertiary level (thousands),0.219,,United Nations Educational
28,Antigua and Barbuda,2012,Pupil-teacher ratio in tertiary education,8.1827,,United Nations Educational
28,Antigua and Barbuda,2015,Teachers at primary level (thousands),0.703,,United Nations Educational
28,Antigua and Barbuda,2015,Pupil-teacher ratio in primary education,14.3343,,United Nations Educational
28,Antigua and Barbuda,2015,Teachers at secondary level (thousands),0.701,,United Nations Educational
28,Antigua and Barbuda,2015,Pupil-teacher ratio in secondary education,11.4807,,United Nations Educational
28,Antigua and Barbuda,2018,Teachers at primary level (thousands),0.816,,United Nations Educational
28,Antigua and Barbuda,2018,Pupil-teacher ratio in primary education,12.4056,,United Nations Educational
28,Antigua and Barbuda,2018,Teachers at secondary level (thousands),0.845,,United Nations Educational
28,Antigua and Barbuda,2018,Pupil-teacher ratio in secondary education,9.297,,United Nations Educational
32,Argentina,2004,Teachers at primary level (thousands),274.232,,United Nations Educational
32,Argentina,2004,Pupil-teacher ratio in primary education,17.9522,,United Nations Educational
32,Argentina,2004,Teachers at secondary level (thousands),254.065,,United Nations Educational
32,Argentina,2004,Pupil-teacher ratio in secondary education,15.4281,,United Nations Educational
32,Argentina,2004,Teachers at tertiary level (thousands),141.625,,United Nations Educational
32,Argentina,2004,Pupil-teacher ratio in tertiary education,14.9471,,United Nations Educational
32,Argentina,2005,Teachers at primary level (thousands),279.349,,United Nations Educational
32,Argentina,2005,Pupil-teacher ratio in primary education,17.4437,,United Nations Educational
32,Argentina,2005,Teachers at secondary level (thousands),256.884,,United Nations Educational
32,Argentina,2005,Pupil-teacher ratio in secondary education,15.1209,,United Nations Educational
32,Argentina,2008,Teachers at primary level (thousands),288.776,,United Nations Educational
32,Argentina,2008,Pupil-teacher ratio in primary education,17.2297,,United Nations Educational
32,Argentina,2008,Teachers at secondary level (thousands),323.957,,United Nations Educational
32,Argentina,2008,Pupil-teacher ratio in secondary education,12.2353,,United Nations Educational
32,Argentina,2009,Teachers at tertiary level (thousands),142.283,,United Nations Educational
32,Argentina,2009,Pupil-teacher ratio in tertiary education,16.7768,,United Nations Educational
51,Armenia,2005,Teachers at primary level (thousands),5.904,,United Nations Educational
51,Armenia,2005,Pupil-teacher ratio in primary education,21.1973,,United Nations Educational
51,Armenia,2005,Teachers at tertiary level (thousands),16.866,,United Nations Educational
51,Armenia,2005,Pupil-teacher ratio in tertiary education,6.8466,,United Nations Educational
51,Armenia,2007,Teachers at primary level (thousands),6.606,,United Nations Educational
51,Armenia,2007,Pupil-teacher ratio in primary education,19.3076,,United Nations Educational
51,Armenia,2007,Teachers at tertiary level (thousands),16.43,,United Nations Educational
51,Armenia,2007,Pupil-teacher ratio in tertiary education,8.2608,,United Nations Educational
51,Armenia,2010,Teachers at tertiary level (thousands),15.843,,United Nations Educational
51,Armenia,2010,Pupil-teacher ratio in tertiary education,9.2233,,United Nations Educational
51,Armenia,2015,Teachers at tertiary level (thousands),15.674,,United Nations Educational
51,Armenia,2015,Pupil-teacher ratio in tertiary education,6.7542,,United Nations Educational
51,Armenia,2018,Teachers at primary level (thousands),9.95,,United Nations Educational
51,Armenia,2018,Pupil-teacher ratio in primary education,15.4186,,United Nations Educational
51,Armenia,2018,Teachers at secondary level (thousands),29.311,,United Nations Educational
51,Armenia,2018,Pupil-teacher ratio in secondary education,8.0169,,United Nations Educational
51,Armenia,2018,Teachers at tertiary level (thousands),14.864,,United Nations Educational
51,Armenia,2018,Pupil-teacher ratio in tertiary education,6.9222,,United Nations Educational
533,Aruba,2005,Teachers at primary level (thousands),0.567,,United Nations Educational
533,Aruba,2005,Pupil-teacher ratio in primary education,18.0776,,United Nations Educational
533,Aruba,2005,Teachers at secondary level (thousands),0.502,,United Nations Educational
533,Aruba,2005,Pupil-teacher ratio in secondary education,14.1753,,United Nations Educational
